ID,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Age,lifetime_so_far_days,Promotion_#_campaign_accepted,#_children_at_home,Total_$_spend_last_2_years,Total_#_purchases
1109,Master,Engaged,27590.0,38,6.0,0.0,5.0,0.0,0.0,1.0,1,1,0,2,7,0,35,1694,0,1,12.0,4
6001,Graduation,Engaged,56775.0,62,614.0,35.0,160.0,58.0,35.0,35.0,2,5,8,10,5,0,38,1775,0,1,937.0,25
5538,Graduation,Alone,83829.0,78,897.0,161.0,430.0,186.0,161.0,27.0,0,4,7,6,1,0,42,1585,1,0,1862.0,17
10552,2n_Cycle,Engaged,54210.0,18,70.0,54.0,109.0,80.0,9.0,45.0,2,4,1,7,5,0,38,1667,0,1,367.0,14
1545,Graduation,Engaged,38508.0,95,120.0,19.0,206.0,25.0,19.0,54.0,6,7,2,5,8,0,31,1768,0,1,443.0,20
7409,Graduation,Engaged,53187.0,66,211.0,2.0,30.0,7.0,7.0,10.0,2,4,1,6,5,0,47,1508,0,1,267.0,13
4444,Graduation,Engaged,30023.0,28,11.0,0.0,16.0,7.0,6.0,21.0,1,2,0,3,8,0,45,1359,0,1,61.0,6
146,PhD,Alone,76045.0,78,760.0,53.0,400.0,17.0,93.0,0.0,1,4,5,11,2,0,57,1488,1,0,1323.0,21
6271,PhD,Engaged,50870.0,13,53.0,0.0,8.0,0.0,0.0,2.0,1,2,0,3,5,0,65,1272,0,1,63.0,6
10065,2n_Cycle,Engaged,15315.0,27,7.0,4.0,13.0,15.0,8.0,17.0,2,2,0,4,5,0,47,1740,0,0,64.0,8
4741,2n_Cycle,Engaged,65463.0,17,391.0,32.0,70.0,21.0,32.0,16.0,2,6,2,9,5,0,43,1412,4,1,562.0,19
246,Graduation,Engaged,66480.0,71,199.0,9.0,57.0,20.0,21.0,6.0,7,4,1,7,4,0,52,1291,0,2,312.0,19
375,Graduation,Alone,76773.0,79,516.0,56.0,449.0,86.0,33.0,16.0,1,2,2,11,1,0,63,1751,0,0,1156.0,16
1524,2n_Cycle,Alone,81698.0,1,709.0,45.0,115.0,30.0,160.0,45.0,1,8,2,5,5,0,34,1804,1,0,1104.0,16
10022,PhD,Alone,54466.0,78,12.0,0.0,4.0,0.0,0.0,0.0,1,1,0,2,5,0,44,1197,0,2,16.0,4
7451,Master,Alone,98777.0,23,1000.0,19.0,711.0,125.0,115.0,38.0,0,4,6,9,1,0,57,1394,4,0,2008.0,19
11010,PhD,Alone,16269.0,75,19.0,3.0,18.0,3.0,1.0,0.0,3,3,0,3,8,0,33,1565,0,1,44.0,9
4356,Graduation,Engaged,71819.0,70,1224.0,28.0,140.0,0.0,14.0,168.0,3,3,3,5,6,0,46,1567,4,1,1574.0,14
3885,PhD,Engaged,33569.0,10,16.0,2.0,18.0,3.0,0.0,24.0,1,1,1,2,8,0,34,1518,3,1,63.0,5
1175,Master,Engaged,36262.0,24,88.0,39.0,54.0,64.0,28.0,153.0,1,3,5,3,6,0,34,1544,3,0,426.0,12
880,Basic,Engaged,22634.0,47,2.0,23.0,11.0,8.0,6.0,46.0,1,2,1,2,8,0,51,1791,0,0,96.0,6
2320,2n_Cycle,Engaged,47025.0,98,508.0,11.0,59.0,23.0,5.0,29.0,5,11,1,6,9,0,39,1464,0,1,635.0,23
850,Graduation,Alone,70566.0,4,381.0,28.0,215.0,84.0,28.0,21.0,2,6,5,9,3,0,49,1646,0,1,757.0,22
4713,PhD,Engaged,31605.0,15,74.0,0.0,42.0,2.0,1.0,6.0,2,2,1,4,7,0,38,1846,0,1,125.0,9
675,Master,Alone,52034.0,67,146.0,0.0,93.0,7.0,13.0,73.0,5,4,2,5,7,0,44,1670,0,2,332.0,16
5025,Graduation,Alone,48526.0,32,23.0,17.0,23.0,43.0,20.0,9.0,1,2,1,4,3,0,38,1449,0,1,135.0,8
2308,Graduation,Engaged,46734.0,40,110.0,5.0,137.0,26.0,23.0,29.0,2,6,1,5,7,0,63,1850,0,1,330.0,14
5995,Graduation,Alone,39552.0,54,165.0,3.0,147.0,4.0,24.0,41.0,7,6,2,5,8,0,55,1820,6,2,384.0,20
6749,Graduation,Alone,86358.0,78,957.0,47.0,494.0,82.0,47.0,95.0,4,5,3,6,8,0,51,1952,0,2,1722.0,18
1010,Graduation,Engaged,46931.0,94,41.0,0.0,17.0,3.0,1.0,16.0,2,1,1,3,3,0,40,1328,0,3,78.0,7
8977,Basic,Alone,16581.0,51,1.0,3.0,4.0,2.0,3.0,11.0,1,0,0,3,4,0,32,1472,0,0,24.0,4
4756,2n_Cycle,Alone,63998.0,42,176.0,29.0,818.0,0.0,33.0,112.0,1,7,6,11,4,0,65,1453,6,0,1168.0,25
3412,Master,Engaged,67381.0,67,815.0,8.0,53.0,11.0,0.0,70.0,4,2,2,9,7,0,66,1792,4,1,957.0,17
606,Graduation,Alone,25930.0,87,6.0,1.0,2.0,2.0,0.0,4.0,1,1,0,2,7,0,50,1524,0,2,15.0,4
5961,Graduation,Engaged,42693.0,29,8.0,4.0,20.0,6.0,3.0,16.0,1,1,0,3,5,0,39,1255,0,1,57.0,5
2975,Graduation,Engaged,85606.0,89,717.0,42.0,864.0,219.0,30.0,84.0,2,6,7,9,3,0,41,1827,1,1,1956.0,24
2894,Graduation,Alone,72903.0,74,1067.0,138.0,750.0,0.0,19.0,39.0,1,7,5,8,4,0,32,1505,1,0,2013.0,21
7613,2n_Cycle,Engaged,49669.0,97,166.0,5.0,107.0,11.0,8.0,29.0,2,5,1,6,6,0,43,1298,0,1,326.0,14
10542,PhD,Engaged,36778.0,63,29.0,4.0,34.0,2.0,4.0,4.0,3,3,0,3,9,0,49,2044,0,2,77.0,9
8015,PhD,Alone,85696.0,88,714.0,76.0,395.0,116.0,0.0,12.0,1,4,6,9,1,0,55,1743,6,0,1313.0,20
10617,Master,Alone,10979.0,34,8.0,4.0,10.0,2.0,2.0,4.0,2,3,0,3,5,0,28,1300,0,0,30.0,8
11166,Graduation,Engaged,49678.0,81,229.0,5.0,56.0,3.0,2.0,20.0,2,6,2,4,7,0,56,1774,0,1,315.0,14
849,Master,Engaged,56129.0,65,320.0,48.0,133.0,39.0,72.0,48.0,4,6,2,10,4,0,64,1636,0,1,660.0,22
523,Graduation,Engaged,37155.0,51,23.0,0.0,26.0,7.0,15.0,3.0,1,2,0,4,5,0,28,1776,0,1,74.0,7
4066,2n_Cycle,Alone,21282.0,76,1.0,5.0,8.0,4.0,8.0,20.0,2,2,1,2,6,0,39,1133,0,1,46.0,7
8414,PhD,Alone,33419.0,76,56.0,0.0,12.0,0.0,0.0,18.0,2,2,0,4,7,0,55,1578,0,1,86.0,8
819,Graduation,Alone,63285.0,84,508.0,124.0,249.0,50.0,38.0,134.0,1,6,5,13,3,0,72,1676,0,0,1103.0,25
4961,Master,Engaged,21255.0,56,29.0,0.0,25.0,2.0,2.0,3.0,4,2,1,4,4,0,43,1421,0,1,61.0,11
749,Graduation,Engaged,42162.0,31,46.0,7.0,59.0,2.0,4.0,27.0,2,3,1,3,6,0,36,1484,3,1,145.0,9
5430,Graduation,Engaged,54450.0,0,454.0,0.0,171.0,8.0,19.0,32.0,12,9,2,8,8,0,61,1915,0,2,684.0,31
7755,PhD,Engaged,57744.0,91,350.0,3.0,39.0,0.0,0.0,19.0,2,9,1,4,8,0,63,1462,0,1,411.0,16
10525,Graduation,Alone,26576.0,40,10.0,0.0,8.0,0.0,0.0,9.0,1,1,0,2,9,0,31,1886,3,1,27.0,4
1453,PhD,Alone,57513.0,59,735.0,40.0,183.0,52.0,20.0,30.0,2,9,3,13,6,0,74,1649,0,0,1060.0,27
8310,Graduation,Engaged,68142.0,96,897.0,126.0,196.0,91.0,112.0,37.0,3,10,4,7,6,0,53,1931,0,1,1459.0,24
10710,Graduation,Engaged,7500.0,61,5.0,2.0,3.0,3.0,0.0,5.0,1,1,0,2,8,0,38,1931,0,1,18.0,4
5031,Graduation,Engaged,83145.0,14,777.0,35.0,731.0,39.0,137.0,114.0,1,5,9,11,2,0,43,1907,5,0,1833.0,26
2613,Master,Engaged,54197.0,16,162.0,6.0,37.0,6.0,13.0,13.0,2,1,3,6,1,0,57,1379,0,1,237.0,12
213,PhD,Alone,23091.0,98,35.0,0.0,11.0,0.0,0.0,2.0,4,2,1,3,7,0,54,1294,0,2,48.0,10
967,Graduation,Engaged,46049.0,11,342.0,9.0,112.0,19.0,14.0,19.0,10,5,2,9,7,0,41,1605,6,2,515.0,26
1077,Graduation,Engaged,56715.0,52,258.0,105.0,239.0,237.0,172.0,9.0,1,7,3,4,4,0,43,2040,0,0,1020.0,15
7959,Graduation,Engaged,79410.0,19,658.0,80.0,483.0,123.0,13.0,13.0,1,3,2,5,1,0,56,1293,0,0,1370.0,11
640,Graduation,Engaged,57304.0,61,356.0,80.0,329.0,138.0,17.0,106.0,2,7,6,10,5,0,66,1500,0,1,1026.0,25
4252,Graduation,Engaged,44375.0,73,213.0,5.0,28.0,7.0,7.0,41.0,1,4,1,6,5,0,52,1360,0,1,301.0,12
8432,Graduation,Engaged,54450.0,0,454.0,0.0,171.0,8.0,19.0,32.0,12,9,2,8,8,0,61,1915,0,2,684.0,31
6218,Graduation,Engaged,59594.0,74,457.0,4.0,29.0,0.0,0.0,9.0,1,8,1,7,7,0,52,1879,4,1,499.0,17
6905,Graduation,Engaged,80685.0,55,241.0,45.0,604.0,34.0,26.0,54.0,1,6,4,10,2,0,23,1938,0,0,1004.0,21
5922,PhD,Engaged,40344.0,48,210.0,0.0,6.0,0.0,0.0,2.0,2,4,1,5,7,0,43,1521,0,1,218.0,12
3598,Graduation,Engaged,62710.0,53,441.0,35.0,83.0,7.0,29.0,11.0,4,4,2,12,4,0,45,1664,0,1,606.0,22
6116,2n_Cycle,Engaged,48985.0,13,19.0,13.0,18.0,10.0,7.0,8.0,1,1,1,3,3,0,49,1680,0,1,75.0,6
6263,Graduation,Engaged,35322.0,34,28.0,9.0,37.0,12.0,7.0,13.0,3,2,0,4,8,0,49,1938,0,3,106.0,9
10486,Graduation,Engaged,77142.0,54,476.0,75.0,162.0,29.0,151.0,97.0,1,4,4,8,2,0,69,1658,0,0,990.0,17
2410,Graduation,Alone,81657.0,69,364.0,40.0,425.0,158.0,60.0,50.0,1,3,4,8,1,0,48,1420,0,0,1097.0,16
193,Basic,Engaged,14421.0,81,0.0,0.0,2.0,3.0,3.0,8.0,1,1,0,2,5,0,21,1394,3,0,16.0,4
3363,2n_Cycle,Engaged,20130.0,99,0.0,6.0,3.0,7.0,6.0,12.0,1,1,0,3,8,0,43,1366,0,0,34.0,5
8278,PhD,Engaged,74214.0,3,863.0,83.0,547.0,86.0,99.0,33.0,1,8,2,5,5,0,27,1934,0,0,1711.0,16
10660,Master,Engaged,66726.0,61,349.0,7.0,35.0,0.0,0.0,47.0,3,8,2,4,7,0,60,1107,4,2,438.0,17
8686,Basic,Engaged,23724.0,65,5.0,23.0,15.0,0.0,18.0,14.0,2,2,0,3,8,0,38,1594,0,1,75.0,7
1604,Master,Engaged,47353.0,93,184.0,2.0,19.0,8.0,8.0,4.0,3,2,2,6,5,0,57,1490,0,1,225.0,13
5907,Master,Engaged,33444.0,24,8.0,0.0,8.0,0.0,0.0,2.0,1,1,0,2,8,0,65,2102,0,2,18.0,4
10669,Graduation,Engaged,54386.0,8,277.0,21.0,64.0,62.0,21.0,25.0,2,3,2,10,3,0,36,1670,0,1,470.0,17
2918,Graduation,Alone,28510.0,72,44.0,5.0,19.0,0.0,4.0,19.0,3,2,0,4,5,0,36,1704,0,2,91.0,9
5735,Master,Alone,90638.0,29,1156.0,120.0,915.0,94.0,144.0,96.0,1,3,4,10,1,0,26,1398,5,0,2525.0,18
359,Graduation,Engaged,48070.0,33,373.0,14.0,83.0,6.0,9.0,19.0,3,8,2,6,7,1,67,1794,0,1,504.0,19
8387,Graduation,Engaged,43140.0,68,134.0,8.0,76.0,6.0,0.0,11.0,1,4,1,5,6,0,60,1686,0,1,235.0,11
1829,PhD,Alone,54959.0,55,1148.0,0.0,60.0,0.0,0.0,24.0,3,9,5,4,7,0,56,1788,4,1,1232.0,21
3839,Basic,Alone,15056.0,76,6.0,12.0,3.0,21.0,6.0,40.0,5,2,2,3,5,0,59,1743,0,2,88.0,12
9392,Graduation,Alone,26954.0,17,4.0,1.0,11.0,0.0,0.0,1.0,1,1,0,2,7,0,46,1225,0,1,17.0,4
2292,Graduation,Alone,22327.0,94,5.0,4.0,8.0,2.0,0.0,5.0,1,1,0,3,5,0,32,1768,0,1,24.0,5
10466,Graduation,Engaged,44393.0,86,24.0,2.0,20.0,2.0,2.0,10.0,2,1,0,4,4,0,52,1573,0,2,60.0,7
9855,PhD,Alone,62000.0,25,899.0,0.0,101.0,0.0,0.0,20.0,1,6,6,13,4,0,65,1570,1,1,1020.0,26
4088,PhD,Engaged,31497.0,22,108.0,1.0,28.0,13.0,1.0,4.0,2,3,1,4,8,0,55,2009,0,1,155.0,10
5231,2n_Cycle,Engaged,45894.0,15,27.0,2.0,7.0,0.0,2.0,13.0,1,1,0,3,5,0,43,1384,0,2,51.0,5
590,Master,Alone,78579.0,35,816.0,66.0,549.0,216.0,66.0,99.0,1,5,6,4,3,0,47,1816,6,0,1812.0,16
8732,Master,Alone,67369.0,81,1298.0,0.0,70.0,37.0,14.0,42.0,4,7,4,10,4,0,48,1851,4,1,1461.0,25
2315,Graduation,Alone,58401.0,55,10.0,0.0,11.0,17.0,29.0,29.0,1,1,2,2,4,0,57,1332,0,1,96.0,6
3515,Graduation,Alone,62307.0,94,87.0,13.0,34.0,10.0,6.0,10.0,1,4,0,4,5,0,65,1394,0,1,160.0,9
2245,Master,Engaged,43641.0,50,57.0,2.0,51.0,4.0,2.0,23.0,3,2,1,4,6,0,48,1695,0,2,139.0,10
6283,Master,Alone,63841.0,64,635.0,15.0,100.0,20.0,7.0,131.0,1,9,3,9,6,0,49,1696,0,1,908.0,22
2246,2n_Cycle,Engaged,46891.0,91,43.0,12.0,23.0,29.0,15.0,61.0,1,2,1,4,4,0,52,1798,0,1,183.0,8
6606,Master,Engaged,70091.0,11,964.0,34.0,137.0,15.0,0.0,11.0,2,5,2,10,8,0,48,1717,4,1,1161.0,19
5545,PhD,Engaged,78075.0,72,572.0,8.0,259.0,34.0,35.0,80.0,1,3,5,5,1,0,45,1318,0,0,988.0,14
7342,2n_Cycle,Alone,59184.0,6,341.0,142.0,113.0,259.0,151.0,66.0,3,6,6,12,5,0,56,1920,0,1,1072.0,27
837,Graduation,Engaged,54809.0,0,63.0,6.0,57.0,13.0,13.0,22.0,4,2,1,5,4,0,40,1494,0,2,174.0,12
9500,Graduation,Engaged,58113.0,66,221.0,104.0,169.0,102.0,78.0,84.0,3,9,2,8,7,1,58,1782,0,1,758.0,22
3602,Master,Engaged,51412.0,42,140.0,3.0,29.0,4.0,5.0,14.0,2,3,2,4,4,0,59,1442,0,1,195.0,11
234,Graduation,Alone,15287.0,60,1.0,2.0,8.0,4.0,3.0,13.0,2,1,1,2,7,0,38,1889,3,1,31.0,6
2995,Master,Engaged,66636.0,64,291.0,10.0,689.0,84.0,10.0,0.0,1,3,4,9,1,0,60,1578,0,0,1084.0,17
1118,Master,Engaged,50965.0,87,544.0,13.0,85.0,8.0,6.0,29.0,3,10,4,5,8,0,61,1756,3,1,685.0,22
7789,PhD,Engaged,84618.0,96,684.0,100.0,801.0,21.0,66.0,0.0,1,6,9,10,2,0,52,1481,5,0,1672.0,26
3068,Graduation,Engaged,18351.0,1,1.0,12.0,9.0,0.0,14.0,7.0,1,2,0,3,7,0,27,1505,0,0,43.0,6
8955,PhD,Engaged,40451.0,54,35.0,0.0,4.0,0.0,0.0,10.0,1,1,1,2,5,0,60,1395,3,2,49.0,5
945,Graduation,Engaged,36317.0,53,87.0,3.0,25.0,3.0,2.0,13.0,2,3,0,4,7,0,52,1665,0,1,133.0,9
5644,Graduation,Engaged,42213.0,96,309.0,3.0,24.0,4.0,3.0,20.0,2,5,1,7,7,0,60,1463,4,1,363.0,15
7192,Graduation,Engaged,65748.0,58,172.0,73.0,93.0,95.0,78.0,34.0,2,2,4,10,1,1,62,1702,0,1,545.0,18
2324,Graduation,Engaged,77044.0,12,625.0,38.0,242.0,50.0,34.0,76.0,2,7,11,11,4,0,45,1507,3,1,1065.0,31
697,Graduation,Engaged,74918.0,78,972.0,59.0,913.0,25.0,19.0,59.0,1,5,9,6,3,0,48,1470,5,0,2047.0,21
3439,Graduation,Engaged,56721.0,64,157.0,6.0,39.0,6.0,13.0,75.0,5,4,1,5,6,0,45,1868,0,2,296.0,15
1506,Graduation,Alone,42160.0,26,48.0,9.0,45.0,3.0,15.0,20.0,4,2,1,4,6,0,42,1628,6,2,140.0,11
232,Graduation,Alone,61559.0,8,279.0,83.0,88.0,32.0,14.0,34.0,1,4,2,10,3,0,52,1609,0,1,530.0,17
8876,PhD,Engaged,33629.0,49,132.0,0.0,16.0,0.0,0.0,4.0,5,3,1,4,9,0,54,1952,0,2,152.0,13
4500,PhD,Engaged,68682.0,56,919.0,0.0,505.0,99.0,30.0,45.0,1,4,9,10,2,0,26,1646,0,0,1598.0,24
9739,Graduation,Alone,34377.0,55,62.0,0.0,22.0,3.0,1.0,26.0,2,2,2,2,7,0,54,1788,0,1,114.0,8
10395,Basic,Alone,8940.0,25,1.0,45.0,3.0,4.0,6.0,42.0,3,3,1,3,8,0,31,1938,0,1,101.0,10
1176,Graduation,Engaged,26228.0,50,2.0,6.0,4.0,3.0,1.0,9.0,1,1,0,2,8,0,44,1542,0,1,25.0,4
1627,2n_Cycle,Alone,77297.0,84,408.0,61.0,109.0,48.0,122.0,41.0,1,5,7,9,4,0,60,1781,1,0,789.0,22
938,Graduation,Engaged,40211.0,30,51.0,1.0,7.0,2.0,1.0,25.0,2,2,1,2,8,0,36,1596,3,2,87.0,7
2740,PhD,Alone,33438.0,81,62.0,1.0,16.0,3.0,2.0,6.0,4,2,1,4,5,0,59,1542,0,2,90.0,11
257,PhD,Engaged,75032.0,74,952.0,12.0,180.0,47.0,12.0,12.0,2,5,4,9,3,0,58,1689,0,1,1215.0,20
4058,PhD,Alone,61284.0,76,618.0,15.0,106.0,20.0,7.0,45.0,1,11,2,8,6,0,62,1463,4,0,811.0,22
7736,Graduation,Engaged,22518.0,36,11.0,7.0,12.0,2.0,2.0,27.0,2,2,1,2,5,0,31,1877,3,1,61.0,7
8210,Master,Engaged,54730.0,64,318.0,3.0,17.0,4.0,7.0,56.0,5,4,1,8,4,0,42,1580,0,1,405.0,18
833,Master,Engaged,38452.0,62,56.0,0.0,14.0,0.0,0.0,2.0,3,3,0,3,7,0,62,1353,0,2,72.0,9
6230,Graduation,Alone,44421.0,53,110.0,5.0,59.0,7.0,1.0,7.0,5,5,0,4,8,0,46,1761,0,2,189.0,14
7325,PhD,Engaged,38197.0,86,23.0,0.0,11.0,2.0,1.0,3.0,1,1,0,3,5,0,31,1627,0,1,40.0,5
1307,Graduation,Alone,41986.0,15,27.0,5.0,8.0,8.0,3.0,12.0,3,3,0,4,4,0,39,1197,0,1,63.0,10
1502,Graduation,Engaged,28427.0,67,18.0,3.0,19.0,3.0,3.0,6.0,2,2,0,3,8,0,34,1727,0,1,52.0,7
6211,PhD,Engaged,37395.0,47,18.0,0.0,9.0,0.0,1.0,11.0,1,1,0,3,6,0,41,1406,0,1,39.0,5
843,Graduation,Engaged,64722.0,47,303.0,0.0,280.0,60.0,147.0,15.0,4,8,2,11,6,0,46,1296,0,1,805.0,25
4174,Master,Engaged,55249.0,81,97.0,1.0,19.0,2.0,0.0,11.0,1,2,1,4,3,0,61,1335,0,1,130.0,8
9757,Graduation,Engaged,84906.0,98,997.0,15.0,414.0,99.0,30.0,76.0,1,5,6,12,2,0,45,1707,2,0,1631.0,24
6918,Graduation,Engaged,28691.0,56,5.0,4.0,13.0,8.0,0.0,4.0,1,1,0,3,8,0,28,1710,0,1,34.0,5
286,Graduation,Alone,44213.0,48,95.0,11.0,35.0,0.0,4.0,7.0,4,2,1,5,6,0,65,1474,0,2,152.0,12
11086,Basic,Alone,25707.0,18,1.0,6.0,2.0,3.0,6.0,3.0,1,1,0,3,7,0,33,1424,0,1,21.0,5
1921,PhD,Engaged,59062.0,74,46.0,1.0,12.0,3.0,0.0,9.0,2,2,0,3,4,0,50,1738,0,3,71.0,7
4138,Graduation,Alone,76624.0,68,411.0,106.0,147.0,54.0,115.0,66.0,1,5,10,7,1,0,55,1298,3,1,899.0,23
7718,Master,Engaged,66000.0,36,244.0,51.0,270.0,101.0,0.0,45.0,1,1,3,5,1,0,70,1332,0,0,711.0,10
1291,PhD,Engaged,27683.0,90,152.0,9.0,121.0,12.0,12.0,45.0,4,6,2,4,8,0,39,2074,0,1,351.0,16
6862,Graduation,Alone,1730.0,65,1.0,1.0,3.0,1.0,1.0,1.0,15,0,0,0,20,0,46,1304,0,0,8.0,15
4136,Basic,Alone,7500.0,63,10.0,17.0,18.0,8.0,26.0,40.0,4,3,2,2,9,0,25,2101,0,1,119.0,11
803,Graduation,Engaged,40521.0,82,12.0,0.0,5.0,0.0,0.0,4.0,1,0,1,2,5,0,49,1683,0,2,21.0,4
4298,PhD,Engaged,20427.0,63,5.0,0.0,4.0,0.0,0.0,1.0,1,1,0,2,8,0,44,1359,0,1,10.0,4
10833,Graduation,Engaged,65106.0,55,790.0,19.0,133.0,12.0,0.0,19.0,3,8,3,13,6,0,42,1298,4,1,973.0,27
9606,PhD,Engaged,69969.0,64,882.0,29.0,514.0,38.0,29.0,44.0,1,4,2,6,3,0,52,1568,1,0,1536.0,13
8534,Graduation,Engaged,67433.0,51,615.0,28.0,259.0,12.0,48.0,30.0,4,6,5,13,4,0,65,1610,4,2,992.0,28
5153,PhD,Engaged,77766.0,97,1004.0,59.0,265.0,115.0,59.0,27.0,2,11,10,11,6,0,50,1754,3,1,1529.0,34
961,Graduation,Engaged,74716.0,92,133.0,27.0,421.0,13.0,195.0,71.0,2,7,3,5,4,0,45,1464,0,1,860.0,17
5011,Graduation,Alone,68118.0,51,595.0,23.0,123.0,10.0,23.0,154.0,2,8,9,4,6,0,54,1516,0,1,928.0,23
6653,PhD,Engaged,55158.0,72,293.0,0.0,87.0,4.0,11.0,23.0,4,7,2,5,7,0,47,1961,6,2,418.0,18
9094,2n_Cycle,Engaged,62972.0,39,313.0,15.0,47.0,20.0,0.0,192.0,2,7,4,3,6,0,62,2105,6,1,587.0,16
810,Graduation,Engaged,74190.0,49,151.0,81.0,86.0,168.0,91.0,64.0,2,4,2,11,2,0,42,1103,0,1,641.0,19
5493,Graduation,Engaged,39356.0,21,15.0,0.0,2.0,0.0,0.0,6.0,1,1,0,2,6,0,41,1364,3,2,23.0,4
2147,Graduation,Engaged,76653.0,91,736.0,63.0,946.0,219.0,189.0,126.0,1,4,7,11,2,0,48,1579,1,0,2279.0,23
5107,PhD,Alone,35860.0,37,15.0,0.0,8.0,4.0,2.0,20.0,2,1,1,2,5,0,44,1303,3,2,49.0,6
3979,PhD,Alone,90687.0,98,982.0,17.0,672.0,23.0,34.0,51.0,1,6,2,8,2,0,34,1665,5,0,1779.0,17
6049,Master,Engaged,73450.0,85,1142.0,51.0,415.0,90.0,69.0,37.0,1,7,8,11,3,0,35,1675,1,0,1804.0,27
8147,Graduation,Engaged,31454.0,40,28.0,0.0,11.0,0.0,0.0,9.0,3,2,0,3,8,0,57,1649,0,2,48.0,8
1857,Graduation,Alone,47139.0,2,46.0,0.0,12.0,0.0,2.0,23.0,2,2,1,2,7,0,65,1288,6,2,83.0,7
3910,Graduation,Alone,83829.0,78,897.0,161.0,430.0,186.0,161.0,27.0,0,4,7,6,1,0,42,1585,1,0,1862.0,17
5207,PhD,Engaged,53378.0,41,489.0,6.0,152.0,8.0,6.0,132.0,10,9,4,6,8,0,54,1905,6,2,793.0,29
11114,Graduation,Engaged,19656.0,94,25.0,4.0,9.0,6.0,8.0,32.0,3,2,1,3,7,0,47,1593,0,1,84.0,9
5429,PhD,Engaged,45579.0,10,145.0,1.0,33.0,2.0,1.0,1.0,1,4,1,4,6,0,69,1575,0,1,183.0,10
9400,2n_Cycle,Alone,85485.0,73,630.0,26.0,611.0,44.0,18.0,54.0,1,6,6,6,2,0,59,1270,0,0,1383.0,19
1740,Graduation,Engaged,55956.0,22,760.0,38.0,104.0,50.0,9.0,38.0,2,7,3,4,4,0,73,1257,4,0,999.0,16
7488,Master,Alone,64191.0,30,420.0,15.0,186.0,151.0,38.0,15.0,3,5,3,13,3,0,54,1785,0,1,825.0,24
195,Graduation,Alone,38808.0,21,125.0,17.0,52.0,3.0,19.0,30.0,4,5,1,4,8,0,45,1934,3,1,246.0,14
635,Master,Engaged,57183.0,51,464.0,5.0,64.0,7.0,0.0,70.0,8,9,1,7,8,0,51,1729,0,2,610.0,25
7527,Master,Alone,23748.0,97,6.0,6.0,29.0,12.0,15.0,8.0,3,2,1,3,8,0,49,1847,0,1,76.0,9
10319,Graduation,Engaged,66303.0,56,1090.0,12.0,96.0,16.0,12.0,60.0,4,3,4,11,8,0,46,1750,4,1,1286.0,22
2296,Master,Engaged,37368.0,4,3.0,2.0,11.0,2.0,2.0,10.0,1,1,0,2,6,0,42,1457,3,1,30.0,4
10637,Graduation,Engaged,40800.0,77,24.0,0.0,27.0,8.0,30.0,10.0,2,3,0,3,7,1,53,1806,0,3,99.0,8
2931,Graduation,Alone,71847.0,95,737.0,21.0,106.0,55.0,63.0,210.0,0,6,7,9,3,0,39,1908,1,0,1192.0,22
907,Graduation,Engaged,46149.0,36,254.0,6.0,71.0,4.0,0.0,27.0,5,5,1,7,5,0,42,1474,0,1,362.0,18
3698,Graduation,Engaged,78687.0,13,817.0,185.0,687.0,145.0,55.0,241.0,1,4,6,8,2,0,34,1921,5,0,2130.0,19
9516,2n_Cycle,Alone,49118.0,90,620.0,54.0,239.0,99.0,98.0,119.0,2,9,7,10,7,0,46,1942,2,0,1229.0,28
679,PhD,Engaged,37633.0,49,13.0,4.0,20.0,0.0,0.0,1.0,2,1,0,3,9,0,60,1909,0,2,38.0,6
7384,Master,Engaged,39767.0,18,113.0,61.0,204.0,34.0,26.0,47.0,2,7,1,7,8,0,66,1605,0,0,485.0,17
5043,Basic,Engaged,26997.0,89,7.0,23.0,78.0,133.0,49.0,144.0,2,4,2,5,7,0,66,2041,0,0,434.0,13
5267,Graduation,Alone,33986.0,43,16.0,2.0,18.0,2.0,1.0,5.0,1,1,0,3,7,0,47,1734,0,1,44.0,5
339,PhD,Engaged,57091.0,82,462.0,0.0,24.0,6.0,0.0,4.0,2,9,2,5,7,0,45,1845,4,1,496.0,18
2516,2n_Cycle,Engaged,46831.0,84,22.0,2.0,10.0,6.0,4.0,34.0,2,1,2,2,4,0,48,1589,0,2,78.0,7
9010,Master,Engaged,83151.0,80,968.0,147.0,842.0,137.0,42.0,210.0,1,5,7,10,2,0,45,1532,1,0,2346.0,23
378,Graduation,Engaged,52531.0,68,283.0,112.0,151.0,51.0,72.0,125.0,2,7,2,10,6,0,46,1808,0,0,794.0,21
4808,Graduation,Engaged,15759.0,12,1.0,2.0,5.0,6.0,0.0,3.0,1,1,0,2,7,0,61,1678,0,0,17.0,4
5068,Graduation,Alone,22804.0,75,14.0,1.0,7.0,2.0,1.0,1.0,1,2,0,2,9,0,46,1595,0,1,26.0,5
7628,2n_Cycle,Engaged,43050.0,10,30.0,5.0,24.0,6.0,3.0,8.0,2,2,0,4,5,0,44,1365,0,1,76.0,8
7128,PhD,Alone,42997.0,91,4.0,0.0,5.0,0.0,1.0,5.0,1,1,0,2,7,0,40,1614,0,2,15.0,4
